business_id,name,city,state,stars,review_count,is_open,categories,rating_tier,pricerange2,delivery,takeout,reservations,outdoorseating,wifi
HSb0mHv23zY42j2vcPtSyA,Maple Street Patisserie et Bistro,New Orleans,LA,4.0,6,0,"Food, Bakeries, Restaurants, Cafes",high,2,False,True,False,,
k920l7wHSjLZDJLvn-UfyQ,McArthur's Bakery Cafe,University City,MO,3.5,22,0,"Breakfast & Brunch, Delis, Restaurants, Desserts, Food, Cafes, Bakeries, Sandwiches",medium,1,True,True,False,True,
Jubq4o59PS1Q3vyxBgrtQw,Rolling Stars,West Chester,PA,4.0,47,1,"Food Delivery Services, Restaurants, Breakfast & Brunch, Bagels, Food, Soup, Coffee & Tea",high,2,True,True,False,True,u'free'
WSllV7Nl13wskOFWjh-BbA,Bountiful Farmers Market,Edmonton,AB,4.5,16,1,"Specialty Food, Food, Fruits & Veggies, Restaurants, Pop-Up Restaurants, Grocery, Farmers Market",top,2,True,True,,,
uNgurpUi-9BRM6VLEnuNKA,Roger's Chicago Beef & Pizza,Hudson,FL,3.0,18,1,"Restaurants, Pizza",medium,,True,True,,True,
GEGTsaKaO1R9fFB4sGS5qw,Santa Barbara Food Connection,Goleta,CA,4.5,10,1,"Mexican, Restaurants, Food Trucks, Food",top,,True,True,,False,
lJWEnJ1KlRO69tfugkeRuw,Oriental Market,Indianapolis,IN,3.0,9,1,"Food, Grocery",medium,2,,False,,,
7rtrGGsUkVWZFHJaEArJ7g,The Trappe Tavern,Trappe,PA,3.0,109,1,"American (Traditional), Bars, Restaurants, Nightlife, Seafood, Sports Bars",medium,2,False,True,False,True,'free'
j50-hK5V4OQwYo9kyUF5FQ,Punk'd Pineapple,Kennett Square,PA,5.0,8,0,"Restaurants, Food, Food Stands, Ice Cream & Frozen Yogurt",top,1,False,True,False,True,'free'
_yK1bMl56fBuj2fG5lMiMQ,Machu Picchu Peruvian Restaurant,Indianapolis,IN,4.0,46,1,"Restaurants, Peruvian",high,,True,True,,,
k3CjpU8COgn--pueiZm3XA,La Monarca,Saint Louis,MO,4.0,44,0,"Mexican, Restaurants",high,1,False,True,False,False,'no'
hNH1ILskk1qu7TA0rBvvlw,Starbucks,Indianapolis,IN,2.5,50,1,"Food, Coffee & Tea",low,2,,True,,True,'free'
CdIXMDRKd8o0dUbwJ6hJdg,The Doghaus Soulard,St Louis,MO,4.0,17,1,"Active Life, Dog Parks, Parks, Bars, Nightlife, Pubs",high,,,,False,True,
VRGYwKE_Z77frm5NwLvJhw,Burger Republic,Nashville,TN,4.0,721,1,"Bars, Restaurants, Sports Bars, Burgers, Pubs, Nightlife, Armenian, American (Traditional)",high,2,True,True,False,None,u'free'
c7h5S5Oqz3wq3KufxUlmtQ,Crepe Works,Edmonton,AB,2.5,14,1,"Creperies, Restaurants, Fast Food, French",low,1,,True,False,False,'no'
do1iQw_yAYGcaNn2RMBnSQ,China Wok,Ridley Park,PA,3.5,19,1,"Restaurants, Chinese",medium,1,True,True,False,False,
mRWlzIJpyQgatq_J7dzxWw,Audubon Aquarium of the Americas - Food Court,New Orleans,LA,2.5,7,1,Food,low,2,,True,,,
BvQ02tI-7gVAfQwHe_U3bA,Taco Bell,Green Valley,AZ,3.5,18,1,"Breakfast & Brunch, Fast Food, Restaurants, Tex-Mex, Mexican, Tacos",medium,1,True,True,False,True,'no'
uy_-IYVthRB9QYhULMgROQ,Martin's Chicken and Waffles,Goodlettsville,TN,4.0,7,0,"Food Trucks, Waffles, Food, Chicken Wings, Restaurants, Sandwiches",high,,True,True,False,True,u'no'
aCjTyN2RLAao0jsYZkZfbA,Ritter's Frozen Custard,Indianapolis,IN,4.5,41,1,"Ice Cream & Frozen Yogurt, Restaurants, Burgers, Specialty Food, Food, Custom Cakes, Desserts, Chocolatiers & Shops",top,1,True,True,False,True,'no'
EjwrtCJDCZBUS_uTvpHMSw,Skeeter's Pub,Blackwood,NJ,3.5,92,1,"Bars, American (New), Nightlife, Restaurants, Pubs",medium,2,True,True,False,True,u'no'
INWHqjudS0vDcVKlHyz69A,Shere-E-Punjab,Drexel Hill,PA,4.0,147,0,"Event Planning & Services, Caterers, American (New), Indian, Restaurants",high,2,True,True,True,True,u'no'
HpTsMT3mLBQLfREWQvJi2A,The Dusty Monk,Tucson,AZ,4.5,34,1,"Beer, Wine & Spirits, Bars, Pubs, Nightlife, Beer Gardens, Food, Piano Bars",top,2,,,False,True,'free'
RTEdyP_6wGvXQugln1jxbg,Judge Bean's BBQ,Brentwood,TN,3.5,246,1,"American (Traditional), Restaurants, Barbeque",medium,2,True,True,False,False,'free'
zwTmOj4B_OVPMTMYijQiKg,Queen Sheba,Philadelphia,PA,4.0,64,1,"Nightlife, Restaurants, Sports Bars, Bars, Ethiopian",high,1,False,True,False,True,u'no'
l9T4mjgxMY7oLA5Bq7MmOQ,ACME Markets,Bordentown,NJ,3.0,20,1,"Drugstores, Food, Grocery, Department Stores, Fashion, Shopping",medium,2,True,True,,,
dYicZfoQApq5y0vO6FbLtw,La Campagnola,Shamong,NJ,4.0,98,1,"Caterers, Steakhouses, Italian, Seafood, Restaurants, Event Planning & Services",high,2,False,True,True,True,u'no'
hlf4qed6y1eQ9mvnWUU72A,Trattoria Branica,Kirkwood,MO,4.0,11,0,"Restaurants, Italian",high,3,False,False,True,True,
pONoQvxG76bUJbMtCjiZJg,Peking Gourmet,Pottstown,PA,3.5,18,1,"Restaurants, Chinese",medium,1,True,True,False,False,u'no'
LkskzKzo_S8YmG1dGn4hag,Tijuana Flats,Tampa,FL,4.0,104,1,"Tex-Mex, Mexican, Restaurants",high,1,True,True,False,True,'free'
UhIdCsdiWS4K0EkbvVdlAw,Ed's Pizza House,Philadelphia,PA,1.5,24,1,"Restaurants, Pizza",low,1,True,True,False,False,'no'
B2wSy1zQCdZgDXOkhAKGDQ,Embassy Suites by Hilton Tampa Downtown Convention Center,Tampa,FL,2.5,209,1,"Cafes, Hotels & Travel, Hotels, Restaurants, Event Planning & Services",low,3,False,False,True,True,'free'
eiI6ur0iXBnVjxPqLZagcA,Nawlins Creole Cafe',Avon,IN,3.5,8,0,"Restaurants, Cajun/Creole",medium,2,False,True,False,True,
BVe-jR0szZPC6o7r15jp4g,Enzo's,Philadelphia,PA,3.5,9,0,"American (New), Restaurants, Food",medium,1,True,True,False,False,u'no'
Qi-A4ZgcEuSnq_8Fpfo_3Q,Our Lady of Guadalupe Mercado,Santa Barbara,CA,4.5,8,1,"Mexican, Arts & Entertainment, Festivals, Restaurants, Religious Organizations, Churches",top,1,False,True,False,True,'no'
b-4xNydyGmdv2bGFOHTgdw,Garden Bakery,Edmonton,AB,3.5,45,0,"Bakeries, Breakfast & Brunch, Chinese, Restaurants, Coffee & Tea, Food",medium,2,True,True,False,False,'no'
-7Rx5jVeQmlVoAU_oXrzew,McDonald's,Cherry Hill,NJ,1.0,11,1,"Burgers, Fast Food, Restaurants, Food, Coffee & Tea",low,1,True,True,,,u'free'
KOAz86HXkNKNvEExrGXxlQ,Chick-fil-A,Jefferson,LA,3.0,77,1,"Caterers, Restaurants, Event Planning & Services, Chicken Shop, Fast Food",medium,1,True,True,False,True,'free'
YGXFqi5rXB38lKvIYEzn9Q,Visual Arts Collective,Garden City,ID,4.5,15,1,"Shopping, Arts & Entertainment, Nightlife, Art Galleries, Music Venues, Performing Arts",top,1,,,,True,u'free'
WwPPNhUpIsPhLumwravwKw,Millstone Cafe,Chadds Ford,PA,3.5,5,1,"Soup, Cafes, Restaurants, Sandwiches, Arts & Entertainment, Museums",medium,1,False,False,,True,u'free'
Bih0eT_lbbCUwKmGYpX0hw,Ricci's Hoagies,Philadelphia,PA,4.0,67,1,"Restaurants, Italian, Sandwiches",high,1,True,True,False,True,u'no'
hy5GpGXAna-5qrb3zNub6g,On The Border Mexican Grill & Cantina,Mt. Laurel,NJ,3.0,168,1,"Mexican, Restaurants, Food, Tex-Mex",medium,2,True,True,False,True,u'free'
qGtEgy3ws-Arxr5_91YmSA,Hong Kong Express,Saint Louis,MO,3.0,23,1,"Chinese, Restaurants",medium,1,True,True,False,False,u'no'
Muftkox9yn0qai-SEpEZGQ,Levante Brewing Company,West Chester,PA,4.5,75,1,"Pubs, Food, Breweries, Beer Gardens, Nightlife, Bars",top,2,True,True,,,
HQ-C47_Xi5it1KzwEc0u0A,Barbarians,Santa Barbara,CA,3.0,96,0,"Pizza, Bars, Sports Bars, Restaurants, Nightlife",medium,1,False,True,False,False,'no'
-951Q5if-JmCQbO40meVPw,Sam's Pizza House,Nashville,TN,3.0,10,1,"Pizza, Restaurants",medium,,True,True,True,,u'free'
qot32tHVWZpiJibLTwQGyw,Pina's Pizza,Philadelphia,PA,3.5,47,1,"Restaurants, Italian, Pizza, Seafood",medium,1,True,True,True,False,u'no'
SFafZpcCcjO28VzimGmKrQ,Pizza Hut,New Port Richey,FL,2.0,26,1,"Restaurants, Pizza, Fast Food, Italian, Chicken Wings",low,1,True,True,False,False,u'no'
m5-FtgWRd4qA7j0vaOXiXQ,Preservation Hall,New Orleans,LA,4.5,745,1,"Music Venues, Arts & Entertainment, Event Planning & Services, Venues & Event Spaces, Nightlife, Jazz & Blues",top,2,,,,False,u'no'
aerbI0ICiEMIgeSUaLEpHw,Tokyo Japanese Restaurant,Skippack,PA,4.0,59,0,"Japanese, Sushi Bars, Restaurants",high,2,False,True,True,True,u'free'
3LQsW2WJ1pmnRgH23C6YiA,Cabin Coffee,Avon,IN,4.5,64,1,"Food, Cafes, Coffee & Tea, Coffee Roasteries, Restaurants, Themed Cafes",top,,True,True,False,True,u'free'
vOehPf4fht7cYjZ7I65fRQ,Tajin Mexican Grill,Indianapolis,IN,3.5,8,1,"Mexican, Honduran, Restaurants",medium,2,,,,,
seouwqRlM9YNNAkZS09FuQ,Jet's Pizza,Greenwood,IN,3.0,37,1,"Pizza, Restaurants, Food, Salad, Event Planning & Services, Italian, Sandwiches, Caterers, Food Delivery Services",medium,1,True,True,False,True,u'no'
RI33oswGDkIsc0fuQ8GzjA,Oregon Steaks,Philadelphia,PA,3.5,184,1,"Restaurants, Cheesesteaks, Sandwiches, Steakhouses, Local Flavor",medium,1,True,True,False,True,u'free'
C-anTsItNvJHHR__DiGEqQ,Nokey's Deli & Grill,New Orleans,LA,4.0,54,1,"Chicken Wings, Restaurants",high,2,False,True,False,False,u'no'
1IIht_H_qWSTG-kMSvKS6A,Rock'n Dough Pizza & Brewery,Nashville,TN,4.0,17,1,"Brewpubs, Pizza, Bars, Restaurants, Food, Breweries, Nightlife, Beer Bar, American (Traditional)",high,2,False,True,,True,u'free'
yAsdDYPcIPUlISggX6oCYQ,Smashin Crab,Hendersonville,TN,4.0,72,1,"Restaurants, American (New), Seafood, Cajun/Creole",high,,True,True,,True,u'free'
yNlR9wTzd6Hg7It9fQrhdg,Buffalo Wild Wings,Zionsville,IN,2.0,91,1,"Nightlife, American (Traditional), Bars, Chicken Wings, Sports Bars, Restaurants",low,2,True,True,False,True,'no'
iM1hWCwxoqO-d_djiKpEXQ,Steak ’n Shake,Smyrna,TN,1.5,38,1,"Diners, Fast Food, Breakfast & Brunch, Desserts, Food, American (Traditional), Burgers, Restaurants",low,,True,True,,,u'free'
eS5KCIrpEB1Bp-uU1JJYyw,O'Charley's Restaurant & Bar,Hendersonville,TN,2.5,31,0,"Burgers, Southern, Restaurants, Breakfast & Brunch, American (Traditional)",low,2,False,True,False,False,'free'
RY1qY03QfETdrGWCEOugVw,Donnie Russell's Pic III Wings & Things,Medford,NJ,3.5,34,1,"Burgers, Restaurants, Chicken Wings, Sandwiches",medium,1,False,True,False,False,'free'
V-Dm95vQpkdaeSzehDEgpA,Reavis Pizza,St Louis,MO,3.5,31,0,"Sandwiches, Restaurants, Pizza, Food, Food Delivery Services",medium,2,True,True,False,True,u'no'
VKzz9e1IPOAhptsJX1d3_A,Zushi Dozo,Mount Laurel,NJ,4.0,13,0,"Restaurants, Sushi Bars, Japanese",high,2,False,True,True,False,'no'
MU8ekK-1u9IGVGAbHRdoMg,WANG'S TABLE,Reno,NV,4.5,15,1,"Chinese, Noodles, Restaurants, Seafood",top,,True,True,,,
9yi5Ls7ivwSXFz8BsDvW_A,Maxine's Chicken & Waffles - City Market,Indianapolis,IN,4.0,7,1,"Southern, Waffles, Restaurants, Soul Food, Breakfast & Brunch",high,,None,None,,,
1pkuCWlH3iEuUAQVHpIuHQ,China Star,Philadelphia,PA,3.0,10,0,"Cantonese, Restaurants, Chinese, Szechuan",medium,1,True,True,False,,
hDQZD2LpKLIzVyFuIZ52Tw,American Spirits,Saint Petersburg,FL,3.5,17,1,"Wineries, Arts & Entertainment, Food, Beer, Wine & Spirits",medium,2,,True,,,
4a15acANJFUsS3KxAzOT0g,Country Rock Cabaret,Sauget,IL,3.5,22,1,"Adult Entertainment, Sports Bars, Nightlife, Bars, Dance Clubs",medium,2,,,,False,
aEEC4D-RylmiUyephE5t_g,"Coffee, Lunch.",Nashville,TN,4.0,54,0,"Food, Bakeries, Restaurants, Bagels, Sandwiches, Coffee & Tea",high,2,False,True,False,True,u'free'
eJYvM2Zy5BloOYGldWmAVw,Chateau Cafe,New Orleans,LA,3.0,66,1,"Food, Cafes, Coffee & Tea, Restaurants",medium,1,False,True,False,True,'free'
ukt4QdEiwDubi991eF75TA,Paseo Tapas Bar,Philadelphia,PA,2.5,11,0,"Tapas Bars, Restaurants",low,,None,None,,,
gqMRM12j5mder76t3bPxJw,Siam Cafe,Nashville,TN,4.0,141,1,"Chicken Wings, Seafood, Restaurants, Thai",high,2,True,True,False,False,u'no'
YARjtcQLeoPR7hKz82xXcg,Ong Hanoi Fried Chicken,St. Albert,AB,4.5,8,0,"Restaurants, Chicken Shop, Vietnamese",top,2,False,True,False,True,u'no'
JI3-QZwm6vihIFBcekgyaA,Matrix Hotel,Edmonton,AB,4.0,55,1,"International, Hotels & Travel, Hotels, Restaurants, Event Planning & Services",high,3,,,,,u'free'
0x0jyG9wEbnY3X0tGkwBgQ,Idaho Cab Co,Boise,ID,3.0,15,0,"Bars, Taxis, Transportation, Airport Shuttles, Nightlife, Hotels & Travel",medium,,,,,False,
2wEnpf2eu98rcYc540UN3Q,Chipotle Mexican Grill,Tucson,AZ,3.5,14,0,"Restaurants, Fast Food, Mexican",medium,1,False,True,False,True,
Ag3pjAVgLegQabIwjYBbqw,Franklin Cigar - Humidor & Hops,Franklin,TN,4.5,31,1,"Shopping, Bars, Cigar Bars, Tobacco Shops, Lounges, Nightlife, Local Flavor",top,2,,,False,True,u'free'
1QtF1bFgzG3Jo0-L4kv0Cg,Subway,Indianapolis,IN,2.0,11,1,"Restaurants, Sandwiches, Fast Food",low,1,True,True,False,False,'no'
_GwN0kWZOs3DFpNDZIblRw,Redhound Grille,Paoli,PA,3.5,84,0,"Gastropubs, Restaurants, American (Traditional)",medium,2,False,True,True,True,u'free'
EFPLTyrqx_x_6GVaDU5Mtw,Firehouse Subs,Brandon,FL,2.5,35,1,"Fast Food, Sandwiches, Delis, Restaurants",low,1,True,True,False,False,'no'
qf4LecJDQWIt0gt6VJWFPw,Frontier Steakhouse,Tampa,FL,3.5,95,1,"Burgers, Steakhouses, Restaurants, American (Traditional)",medium,2,False,True,True,False,'no'
b8iWcAeDBQ93T9KteHI-hQ,Tronix Video Music Club,Reno,NV,2.5,17,0,"Dive Bars, Nightlife, Bars, Dance Clubs, Gay Bars",low,1,,,,True,
rjuWz_AD3WfXJc03AhIO_w,The N Crowd,Philadelphia,PA,4.5,90,1,"Performing Arts, Arts & Entertainment, Nightlife, Comedy Clubs",top,1,,,,False,
9OtFX3YzG5keaUMOWU1imA,Champions,Nashville,TN,4.0,73,0,"American (Traditional), Bars, American (New), Restaurants, Sports Bars, Nightlife",high,2,False,True,True,False,'free'
9Udgv_7h8oj6NXq5hQeJow,Old Beverly Cafe In & Out,Edmonton,AB,4.0,9,1,"Coffee & Tea, Food, Sandwiches, Restaurants, Cafes",high,,False,True,,,
rTWqK5rltiFRHAFN33Mxug,CVS Pharmacy,Saint Petersburg,FL,2.5,18,1,"Shopping, Pharmacy, Convenience Stores, Health & Medical, Food, Drugstores",low,2,True,False,,,
EmbZ4QwVt_zgfqMOCATsyA,Let Them Eat Cake,Tampa,FL,3.5,37,1,"Food, Bakeries, Restaurants",medium,2,True,False,,,
DOydgEG9DzmM74QSz4btFA,Wendy's,Fishers,IN,1.5,51,1,"Restaurants, Fast Food, Burgers",low,1,True,True,False,True,'free'
Yh_KhyVD6ZBwsIQQ1wSUpw,Pho An Hoa Restaurant,Tampa,FL,4.0,160,1,"Vietnamese, Restaurants",high,1,False,True,False,False,u'no'
mNxll58XfvgtIFlzIZ5PIQ,Circle K,Oldsmar,FL,4.0,5,1,"Gas Stations, Grocery, Convenience Stores, Food, Automotive",high,1,True,,,,
7-cD0S7vJlUOuTpF2vQLOQ,Little Caesars Pizza,Tucson,AZ,1.5,11,1,"Fast Food, Pizza, Restaurants",low,1,True,True,False,False,'no'
hmoyJnGSuBaZZObtssvU0w,Big Al's House Of Blues,Edmonton,AB,4.0,7,0,"Canadian (New), Restaurants, Music Venues, Arts & Entertainment, Bars, Jazz & Blues, Nightlife",high,2,,,,True,
rViAhfKLKmwbhTKROM9m0w,Casino Del Sol,Tucson,AZ,3.0,298,1,"Arts & Entertainment, Hotels & Travel, Casinos, Diners, Restaurants, Mexican, Resorts",medium,2,True,True,True,True,u'free'
Wy8Hswf2cLQGRZN6armkag,Jack in the Box,Goleta,CA,1.5,86,1,"Restaurants, Fast Food, Mexican, Tacos, Burgers, Breakfast & Brunch",low,1,True,False,False,False,u'no'
_bZjpxLwuCPH7I7udj-Qaw,Beach Island Brewery,Dunedin,FL,4.5,10,1,"Food, Brewpubs, Breweries",top,,,,,,
IOA9boLUOO5RTJ3Odayf3g,Spanky's Sports Bar,Gretna,LA,4.0,6,1,"Nightlife, Sports Bars, Bars",high,2,,,False,False,
ZBaetx-wjXvQVzfB_OnASQ,The Rotisserie At the Porch,Philadelphia,PA,2.0,9,1,"Beer Gardens, Food, Food Trucks, Nightlife",low,3,,,,,
JUVtr9lqM1dCaiLPFPCeBw,Daydreams Gentlemen's Club,Philadelphia,PA,3.5,19,1,"Bars, Adult Entertainment, Event Planning & Services, Nightlife, Arts & Entertainment, Sports Bars, Strip Clubs, Party & Event Planning, Dance Clubs",medium,2,,,True,False,u'no'
lTkkSkvVhJIbHqVJKv6w9w,Classic Asia,Haddon Heights,NJ,4.5,53,1,"Restaurants, Asian Fusion, Chinese, Japanese",top,2,True,True,True,False,u'no'
fSx8zLSP_LBtIm_mfQRbTQ,Dragon House Chinese Eatery,Fishers,IN,3.0,117,1,"Asian Fusion, Restaurants, Chinese, Food Delivery Services, Food",medium,1,True,True,False,False,u'free'
Iur3GHkwb4mJfrPhy_-48g,Cocoa's Restaurant & Lounge,Edmonton,AB,2.5,10,0,"Restaurants, Buffets, Event Planning & Services, Nightlife",low,2,False,False,True,False,u'free'
6z0vp2VdMqutVhKuPu-jvw,Free Will Taproom,New Hope,PA,4.5,29,1,"Pubs, Nightlife, Bars, Beer Bar",top,1,,,False,False,'free'
2S_CEQYBbp8RO1bJm_1mng,The Saint,New Orleans,LA,4.0,114,1,"Nightlife, Dive Bars, Bars",high,1,,,False,True,'free'
qvGLXBFz8aiQqIrFWSX64w,The Archive Music House & Southern Grill,St. Louis,MO,4.5,11,0,"Bars, Arts & Entertainment, Music Venues, American (Traditional), Nightlife, Restaurants",top,1,False,True,True,False,u'free'
LKQF2hoMmygTha9UMp07pg,Half-Way Market,Franklin,TN,4.5,10,1,"Grocery, Food, Delis, Restaurants",top,1,,True,,,
5gRvBK7PEvhxzRDKylINvw,Insomnia Cookies,West Chester,PA,2.5,29,1,"Ice Cream & Frozen Yogurt, Desserts, Bakeries, Food, Food Delivery Services",low,,True,True,,,
MgPx8QRMPuVRSHSx6DDK0g,The Cake Project,Nashville,TN,5.0,9,1,"Desserts, Food, Custom Cakes",top,,,True,,,
8QnuWGVNBhzyYXGSeRdi4g,Sweet Cece's,Nashville,TN,3.5,17,0,"Food, Ice Cream & Frozen Yogurt",medium,2,,,,,u'no'
MZ0kXra-46rxI2R9RX1oaw,Papa Murphy's Take 'N' Bake Pizza,Edmonton,AB,4.5,8,0,"Restaurants, Salad, Pizza, Food, Do-It-Yourself Food",top,2,False,True,False,False,'no'
wO0NI7NkDdbT46h-TI2BtA,Tailgate Brewery - East Nashville,Nashville,TN,4.5,103,1,"Food, Nightlife, Breweries, Restaurants, Pizza, Pubs, Bars",top,2,True,True,False,True,u'free'
V7TaLZ5EB94hqRIZ1_xjGQ,Kawa Japanese Cuisine,Springfield,PA,4.5,145,1,"Sushi Bars, Restaurants, Ramen, Steakhouses, Japanese, Noodles",top,2,True,True,False,False,u'free'
2x3wM06LEbaAR81AeKk44w,National Pizza Company,Saint Louis,MO,4.0,42,0,"Pizza, Restaurants",high,2,False,True,True,True,
Hh-LHf0bUYoyOnm3DITuXw,Flanagan's Pub,New Orleans,LA,4.0,105,0,"Hotels, Event Planning & Services, Nightlife, Bars, Hotels & Travel, Dive Bars, Pubs",high,1,,,,False,
HFuAKE0uZ-frIMjroeA-cA,SET NoLibs,Philadelphia,PA,4.0,108,1,"Mexican, Bars, Restaurants, Asian Fusion, Lounges, Nightlife, Salad, Tacos",high,2,None,None,,True,
BmiBsrtq_fvMIsfWy75buQ,Dickey's BBQ Pit South,Reno,NV,3.5,8,0,"Barbeque, Restaurants",medium,1,False,True,False,False,
digvt_7fV-AZFwt2Fp9Z-Q,Schnucks - Loughborough,Saint Louis,MO,3.0,25,1,"Bakeries, Florists, Flowers & Gifts, Delis, Drugstores, Restaurants, Grocery, Shopping, Food",medium,2,True,True,,,
aqWE8jXPqIQ5Tt80gNmuSA,Taqueria Chazumba,Clearwater,FL,3.5,12,0,"Mexican, Restaurants",medium,1,False,True,False,False,
WJns8JffFHouyhWwNVtMXA,CVS Pharmacy,Saint Petersburg,FL,2.0,7,1,"Drugstores, Pharmacy, Health & Medical, Food, Convenience Stores, Shopping",low,2,True,False,,,
ls4-Q1KYVP7L6H4eMTQx4w,Cheeseburger Island Style,Reno,NV,2.5,42,0,"American (Traditional), Hawaiian, Restaurants, Burgers",low,2,False,True,False,True,
g79jYJz3FEvgvglXqOUWxw,IHOP,Metairie,LA,3.0,75,1,"Breakfast & Brunch, Burgers, Restaurants, American (Traditional), American (New)",medium,2,True,True,False,False,'free'
QK1OLsTL-WORwk9acRVV8g,CVS Pharmacy,Indianapolis,IN,2.0,15,1,"Food, Convenience Stores, Shopping, Drugstores, Health & Medical, Pharmacy",low,2,True,False,,,
QCSLVCAx7nl_0B2PNVSnyg,A Little Taste of Heaven Bakery,Maryville ,IL,4.5,37,1,"Food, Cupcakes, Bakeries, Patisserie/Cake Shop, Desserts, Donuts",top,1,False,True,,,
lZyINQz8hoGZk-WhqXy0Sw,Above The Salt Cafe,Tampa,FL,5.0,41,0,"Cafes, Cuban, Restaurants, Nightlife, Bars",top,1,False,True,False,True,u'free'
Mbkt43sUBsvXRxmrJrZFhQ,Circle 7 Ranch,St. Louis,MO,4.0,236,1,"Restaurants, Tapas/Small Plates, Wraps, American (New), Burgers",high,2,None,True,False,True,'free'
E-DcL1u330qwvoxXhipmUQ,George's Sandwich Shop,Philadelphia,PA,4.0,93,1,"Italian, Cheesesteaks, Restaurants, Sandwiches",high,1,True,True,False,True,u'no'
vzvm7_QXEDaMTxMOKLBNyQ,Guilin Chinese,Tucson,AZ,3.5,116,0,"Vegetarian, Chinese, Restaurants",medium,1,True,True,True,False,u'no'
gkNFqSreKexZxC0BTqS4uw,A&W Restaurant,Florissant,MO,2.0,10,1,"Seafood, Restaurants, Fast Food",low,1,True,True,False,False,
xWWINr7sQLHdZaYP8UJWvQ,Traino's Wine & Spirits,Voorhees,NJ,3.5,5,1,"Food, Shopping, Adult, Beer, Wine & Spirits",medium,2,,True,,,
o-e2U0oDb1TUdUAvoCVSaQ,Barrio Sandwiches,Tucson,AZ,4.5,10,0,"Event Planning & Services, Sandwiches, Restaurants, Delis, Caterers",top,2,True,True,False,True,u'free'
guxzC4GOY1MYY5KqfItwOQ,P J Whelihan's Pub & Restaurant - Oaks,Oaks,PA,3.0,146,1,"Nightlife, Chicken Wings, Gastropubs, Bars, Sports Bars, Restaurants, Burgers, American (Traditional), American (New)",medium,2,False,True,False,True,u'free'
VxVQSJKTCx-5WFe-clKOaw,232 Corner Cafe,Richboro,PA,4.5,28,1,"American (New), Restaurants, Cafes",top,1,False,True,True,True,u'free'
1PMAO9O8iQ3gIZlPEaJN3g,One Stone Restaurant,New Orleans,LA,4.0,30,0,"Cafes, Restaurants, American (New), Breakfast & Brunch",high,1,False,True,False,True,u'free'
VX7GkJDnhPG8NmrdO1V-6Q,First Watch,St. Petersburg,FL,4.0,82,1,"American (Traditional), Breakfast & Brunch, Cafes, Restaurants",high,2,True,True,None,True,u'free'
GUNpbcLvHZLE3NpOifjNUQ,Slate,Philadelphia,PA,3.0,124,0,"Restaurants, Bars, American (New), Nightlife",medium,2,False,True,True,True,'no'
SkWaAf50KiN2m0zXfnAuiA,Luigi's Cafe,Hockessin,DE,4.5,63,1,"Cheesesteaks, Restaurants, Italian, Pizza, Salad",top,2,True,True,False,False,'no'
2PlhAoV-zXw2SUaWzkw-Ng,Friendly's - Pottstown,Pottstown,PA,2.0,37,1,"Restaurants, Ice Cream & Frozen Yogurt, Burgers, Food, American (Traditional), Diners, Breakfast & Brunch, American (New)",low,1,True,True,False,False,'free'
GwdjIvdOUUZav6eKrAL0ZQ,ZincBar,Kulpsville,PA,3.0,11,1,"Nightlife, Sports Bars, American (Traditional), Restaurants, Lounges, Bars",medium,2,False,False,False,False,u'free'
YSmh3UwoCPzoLytbYKYBLw,Barbecue King City,Edmonton,AB,4.5,6,1,"Food, Specialty Food, Meat Shops, Chinese, Barbeque, Restaurants",top,1,False,True,False,False,u'no'
2QrTmKpuNBkOptbwK8NMKA,Goldy's Chick - n - Mex,Wood River,IL,3.0,10,0,"Restaurants, Fast Food, Mexican, Chicken Shop",medium,1,,True,,False,
4cK4FDxVNZxGDK-TFHzw5g,Everything Jamaican,Glenolden,PA,3.5,15,0,"Fast Food, Caribbean, Restaurants",medium,1,True,True,False,False,u'no'
vWXF2sI-RGk-mflO_gqzWg,Mt Royal Inn,Mount Royal,NJ,3.5,14,1,"Nightlife, Hotels, Hotels & Travel, Food, Event Planning & Services, Bars",medium,1,True,True,True,True,u'free'
rH0FgPdxWWhH4YFz4mempg,McDonald's,St. Louis,MO,1.5,39,1,"Burgers, Fast Food, Food, Restaurants, Coffee & Tea",low,1,True,True,False,True,'free'
9EgoCSRFfXUEGiJWFQLJ1w,Fine Wine & Good Spirits - Premium Collection,Philadelphia,PA,4.0,36,1,"Beer, Wine & Spirits, Food",high,2,True,True,,,
UYOZc-cC932HirQyMmqhfA,Hardee's,Saint Louis,MO,2.0,10,1,"Fast Food, Restaurants, Burgers, American (Traditional)",low,1,True,True,False,False,u'free'
iBoi_lyYFrWVDH_AD8KswA,Level,Tucson,AZ,2.5,16,0,"Dance Clubs, Nightlife",low,3,,,,True,
GGR4s8VPvTND6mGUfiGQSg,Calypso Restaurant,New Orleans,LA,3.5,7,0,"Restaurants, Spanish, Trinidadian, Venezuelan, Caribbean, Latin American",medium,2,False,True,True,False,u'no'
IGCOAAkyHLksdnvyWhmqYw,Oranj Sushi Bar,Edmonton,AB,2.5,34,0,"Sushi Bars, Restaurants",low,2,False,True,True,False,u'no'
-Tnsc_b8dsWuAq1wQugKZA,Mi Tenampa,Indianapolis,IN,4.0,67,1,"Restaurants, Specialty Food, Tex-Mex, Mexican, Latin American, Ethnic Food, Food",high,2,True,True,True,False,u'free'
